 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2019012708        -12.4       0.0       0.0
BUF    2019012709         -9.4       0.0       0.0
BUF    2019012710         -3.9       0.0       0.0
BUF    2019012711         -3.3       0.0       0.0
BUF    2019012712         -2.4       0.0       0.0
BUF    2019012713         -1.4       0.0       0.0
BUF    2019012714         -2.4       0.0       0.0
BUF    2019012715         -4.5       0.0       0.0
BUF    2019012716         -5.7       0.0       0.0
BUF    2019012717         -5.9       0.0       0.0
BUF    2019012718         -5.9       0.1       0.1
BUF    2019012719         -6.1       1.1       1.2
BUF    2019012720         -6.9       0.0       1.2
BUF    2019012721         -6.9       0.0       1.2
BUF    2019012722         -7.2       0.2       1.4
BUF    2019012723         -8.7       0.0       1.4
BUF    2019012800         -7.6       0.9       2.3
BUF    2019012801         -6.8       0.1       2.4
BUF    2019012802         -8.1       0.0       2.4
BUF    2019012803        -10.0       0.0       2.4
BUF    2019012804        -11.3       0.0       2.4
BUF    2019012805        -11.0       0.0       2.4
BUF    2019012806        -11.3       0.0       2.4
BUF    2019012807        -12.0       0.0       2.4
BUF    2019012808        -12.0       0.0       2.4
BUF    2019012809        -10.4       0.0       2.4
BUF    2019012810         -8.6       0.0       2.4
BUF    2019012811         -7.8       0.0       2.4
BUF    2019012812         -7.4       0.0       2.4
BUF    2019012813         -6.5       0.0       2.4
BUF    2019012814         -7.1       0.0       2.4
BUF    2019012815         -7.9       0.0       2.4
BUF    2019012816         -8.6       0.0       2.4
BUF    2019012817         -9.6       0.0       2.4
BUF    2019012818        -11.4       0.0       2.3
BUF    2019012819        -11.8       0.0       1.2
BUF    2019012820        -11.6       0.0       1.2
BUF    2019012821        -11.5       0.0       1.2
BUF    2019012822        -11.3       0.0       1.0
BUF    2019012823        -10.7       0.0       1.0
BUF    2019012900        -10.7       0.1       0.2
BUF    2019012901        -10.7       0.2       0.3
BUF    2019012902        -10.8       0.0       0.3
BUF    2019012903        -11.1       0.1       0.4
BUF    2019012904        -12.6       0.1       0.5
BUF    2019012905        -14.0       0.0       0.5
BUF    2019012906        -14.3       0.0       0.5
BUF    2019012907        -14.2       0.0       0.5
BUF    2019012908        -15.4       0.0       0.5
BUF    2019012909        -13.4       0.0       0.5
BUF    2019012910        -10.9       0.0       0.5
BUF    2019012911         -8.9       0.0       0.5
BUF    2019012912         -8.0       0.0       0.5
BUF    2019012913         -7.6       0.0       0.5
BUF    2019012914         -7.2       0.0       0.5
BUF    2019012915        -10.4       0.0       0.5
BUF    2019012916        -14.2       0.0       0.5
BUF    2019012917        -16.6       0.0       0.5
BUF    2019012918        -18.1       0.0       0.5
BUF    2019012919        -18.6       0.0       0.5
BUF    2019012920        -18.8       0.0       0.5
BUF    2019012921        -19.2       0.0       0.5
BUF    2019012922        -19.4       0.0       0.5
BUF    2019012923        -19.4       0.0       0.5
BUF    2019013000        -18.5       0.0       0.4
BUF    2019013001        -16.5       0.0       0.2
BUF    2019013002        -15.1       0.0       0.2
BUF    2019013003        -15.4       0.0       0.1
BUF    2019013004        -16.1       0.0       0.0
BUF    2019013005        -17.3       0.0       0.0
BUF    2019013006        -16.9       0.0       0.0
BUF    2019013007        -15.8       0.0       0.0
BUF    2019013008        -14.1       0.0       0.0
BUF    2019013009        -11.9       0.0       0.0
BUF    2019013010         -8.8       0.0       0.0
BUF    2019013011         -7.4       0.0       0.0
BUF    2019013012         -6.6       0.0       0.0
BUF    2019013013         -5.9       0.0       0.0
BUF    2019013014         -6.2       0.0       0.0
BUF    2019013015         -7.2       0.0       0.0
BUF    2019013016         -7.3       0.0       0.0
BUF    2019013017         -9.2       0.0       0.0
BUF    2019013018        -12.3       0.0       0.0
BUF    2019013019        -12.6       0.0       0.0
BUF    2019013020        -12.1       0.0       0.0
BUF    2019013021        -11.7       0.0       0.0
BUF    2019013022        -12.7       0.0       0.0
BUF    2019013023        -13.8       0.0       0.0
BUF    2019013100        -14.7       0.0       0.0
BUF    2019013101        -13.9       0.0       0.0
BUF    2019013102        -13.3       0.1       0.1
BUF    2019013103        -13.3       0.1       0.2
BUF    2019013104        -16.7       0.0       0.2
BUF    2019013105        -19.8       0.0       0.2
BUF    2019013106        -20.4       0.0       0.2
BUF    2019013107        -21.2       0.0       0.2
BUF    2019013108        -20.0       0.0       0.2
BUF    2019013109        -17.1       0.0       0.2
BUF    2019013110        -12.4       0.0       0.2
BUF    2019013111         -7.8       0.0       0.2
BUF    2019013112         -7.2       0.0       0.2
BUF    2019013113         -6.6       0.0       0.2
BUF    2019013114         -6.9       0.0       0.2
BUF    2019013115         -7.6       0.0       0.2
BUF    2019013116         -7.9       0.0       0.2
BUF    2019013117         -9.7       0.0       0.2
BUF    2019013118        -11.1       0.0       0.2
BUF    2019013119        -12.4       0.0       0.2
BUF    2019013120        -10.0       0.0       0.2
BUF    2019013121         -9.5       0.0       0.2
BUF    2019013122         -9.0       0.0       0.2
BUF    2019013123         -9.3       0.0       0.2
BUF    2019020100         -9.3       0.0       0.2
BUF    2019020101         -9.4       0.0       0.2
BUF    2019020102         -9.1       0.0       0.1
BUF    2019020103         -8.9       0.0       0.0
BUF    2019020104         -8.8       0.0       0.0
BUF    2019020105         -8.8       0.0       0.0
BUF    2019020106         -9.0       0.0       0.0
BUF    2019020107         -8.9       0.1       0.1
BUF    2019020108         -7.7       0.8       0.9
BUF    2019020109         -6.2       0.3       1.2
BUF    2019020110         -6.1       0.6       1.8
BUF    2019020111         -5.7       0.4       2.2
BUF    2019020112         -5.3       1.0       3.2
BUF    2019020113         -4.8       0.7       3.9
BUF    2019020114         -5.2       0.7       4.6
BUF    2019020115         -4.2       0.8       5.4
BUF    2019020116         -3.9       1.3       6.7
BUF    2019020117         -3.1       1.8       8.5
BUF    2019020118         -2.5       1.6      10.1
BUF    2019020119         -2.4       1.8      11.9
BUF    2019020120         -2.4       1.4      13.3
BUF    2019020121         -2.4       1.6      14.9
BUF    2019020122         -2.4       2.6      17.5
BUF    2019020123         -2.3       1.7      19.2
BUF    2019020200         -2.3       2.2      21.4
BUF    2019020201         -2.3       0.7      22.1
BUF    2019020202         -2.1       0.4      22.5
BUF    2019020203         -2.2       1.1      23.6
BUF    2019020204         -2.3       2.2      25.8
BUF    2019020205         -2.2       2.8      28.6
BUF    2019020206         -2.0       0.4      29.0
BUF    2019020207         -2.0       0.1      29.0
BUF    2019020208         -2.6       0.0      28.2
BUF    2019020209         -2.3       0.1      28.0
BUF    2019020210         -1.4       0.1      27.5
BUF    2019020211         -0.8       0.0      27.1
BUF    2019020212         -0.7       0.0      26.1
BUF    2019020213         -1.8       0.0      25.4
BUF    2019020214         -2.2       0.0      24.7
BUF    2019020215         -2.6       0.0      23.9
BUF    2019020216         -2.8       0.0      22.6
BUF    2019020217         -3.1       0.0      20.8
BUF    2019020218         -3.7       0.0      19.2
BUF    2019020219         -3.8       0.0      17.4
BUF    2019020220         -4.4       0.0      16.0
BUF    2019020221         -4.5       0.1      14.5
BUF    2019020222         -4.9       0.0      11.9
BUF    2019020223         -4.8       0.4      10.6
BUF    2019020300         -4.7       0.4       8.8
BUF    2019020301         -4.4       0.3       8.4
BUF    2019020302         -4.4       0.6       8.6
BUF    2019020303         -4.2       1.2       8.7
BUF    2019020304         -4.4       1.1       7.6
BUF    2019020305         -4.8       0.7       5.5
BUF    2019020306         -5.3       0.5       5.6
BUF    2019020307         -5.6       0.4       5.9
BUF    2019020308         -5.8       0.3       6.2
BUF    2019020309         -5.8       0.2       6.3
BUF    2019020310         -5.6       0.4       6.6
BUF    2019020311         -5.3       0.2       6.8
BUF    2019020312         -5.0       0.0       6.8
BUF    2019020313         -4.6       0.0       6.8
BUF    2019020314         -4.8       0.0       6.8
BUF    2019020315         -5.2       0.0       6.8
BUF    2019020316         -6.0       0.0       6.8
BUF    2019020317         -6.8       0.0       6.8
BUF    2019020318         -7.5       0.0       6.8
BUF    2019020319         -8.1       0.0       6.8
BUF    2019020320         -8.7       0.0       6.8
BUF    2019020321         -9.2       0.0       6.7
BUF    2019020322        -10.9       0.0       6.7
BUF    2019020323        -14.6       0.0       6.3
BUF    2019020400        -16.2       0.0       5.9
BUF    2019020401        -17.8       0.0       5.6
BUF    2019020402        -18.9       0.0       5.0
BUF    2019020403        -19.4       0.0       3.8
BUF    2019020404        -20.2       0.0       2.7
BUF    2019020405        -18.1       0.0       2.0
BUF    2019020406        -17.4       0.0       1.5
BUF    2019020407        -19.9       0.0       1.1
BUF    2019020408        -20.4       0.0       0.8
BUF    2019020409        -17.8       0.0       0.6
BUF    2019020410        -14.5       0.0       0.2
BUF    2019020411        -11.0       0.0       0.0
BUF    2019020412         -8.2       0.0       0.0
BUF    2019020413         -6.3       0.0       0.0
BUF    2019020414         -5.5       0.0       0.0
BUF    2019020415         -7.6       0.0       0.0
BUF    2019020416        -11.3       0.0       0.0
BUF    2019020417        -14.1       0.0       0.0
BUF    2019020418        -16.5       0.0       0.0
BUF    2019020419        -17.9       0.0       0.0
BUF    2019020420        -18.9       0.0       0.0
BUF    2019020421        -19.5       0.0       0.0
BUF    2019020422        -20.1       0.0       0.0
BUF    2019020423        -20.7       0.0       0.0
BUF    2019020500        -21.0       0.0       0.0
BUF    2019020501        -20.6       0.0       0.0
BUF    2019020502        -20.8       0.0       0.0
BUF    2019020503        -20.7       0.0       0.0
BUF    2019020504        -20.5       0.0       0.0
BUF    2019020505        -19.6       0.0       0.0
BUF    2019020506        -19.2       0.0       0.0
BUF    2019020507        -18.7       0.0       0.0
BUF    2019020508        -16.5       0.0       0.0
BUF    2019020509        -13.8       0.0       0.0
BUF    2019020510        -10.8       0.0       0.0
BUF    2019020511         -6.5       0.0       0.0
BUF    2019020512         -3.2       0.0       0.0
BUF    2019020513         -1.7       0.0       0.0
BUF    2019020514         -1.4       0.0       0.0
BUF    2019020515         -3.8       0.0       0.0
BUF    2019020516         -7.7       0.0       0.0
BUF    2019020517        -10.8       0.0       0.0
BUF    2019020518        -13.1       0.0       0.0
BUF    2019020519        -14.8       0.0       0.0
BUF    2019020520        -15.6       0.0       0.0
BUF    2019020521        -16.6       0.0       0.0
BUF    2019020522        -17.1       0.0       0.0
BUF    2019020523        -17.2       0.0       0.0
BUF    2019020600        -17.4       0.0       0.0
BUF    2019020601        -17.8       0.0       0.0
BUF    2019020602        -18.0       0.0       0.0
BUF    2019020603        -18.7       0.0       0.0
BUF    2019020604        -18.7       0.0       0.0
BUF    2019020605        -18.4       0.0       0.0
BUF    2019020606        -18.4       0.0       0.0
BUF    2019020607        -18.9       0.0       0.0
BUF    2019020608        -17.4       0.0       0.0
BUF    2019020609        -13.4       0.0       0.0
BUF    2019020610        -10.1       0.0       0.0
BUF    2019020611         -4.9       0.0       0.0
BUF    2019020612         -1.6       0.0       0.0
BUF    2019020613          0.4       0.0       0.0
BUF    2019020614          0.3       0.0       0.0
BUF    2019020615         -1.9       0.0       0.0
BUF    2019020616         -5.6       0.0       0.0
BUF    2019020617         -8.8       0.0       0.0
