Product Type: Litetrack Iridium-150
Product ID: 91038
Firmware Version: V8.92.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites
04.07.2019 20:00:33,46.6408919,10.1850181,1901.69,35,14.0,3.6,5
04.07.2019 22:01:02,46.6404041,10.1891544,2018.92,64,11.5,1.6,5
05.07.2019 00:00:33,46.6424633,10.1948162,2139.66,35,7.0,1.2,7
05.07.2019 04:01:10,0.0000000,0.0000000,0.00,70,12.0,0,0
05.07.2019 08:01:10,0.0000000,0.0000000,0.00,70,34.5,0,0
05.07.2019 12:01:03,46.6407104,10.1849509,1905.61,65,29.5,2.4,5
05.07.2019 16:00:33,46.6409225,10.1850999,1903.97,35,32.0,1.4,8
05.07.2019 20:01:10,46.6504762,10.1833947,1855.42,70,14.5,3,4
05.07.2019 22:01:10,46.6199170,10.0597711,-0.29,70,13.5,36.8,3
06.07.2019 00:01:04,46.6411178,10.1853312,1931.61,66,15.5,2,5
06.07.2019 04:00:33,46.6407143,10.1849390,1896.95,35,17.0,1.2,7
06.07.2019 08:01:07,46.6409799,10.1894024,1529.34,70,30.0,3.6,4
06.07.2019 12:00:53,46.6407408,10.1849927,1899.67,54,29.5,1.8,5
06.07.2019 16:00:59,46.6410733,10.1932500,2099.94,60,22.0,4.6,5
06.07.2019 20:01:10,0.0000000,0.0000000,0.00,70,12.5,0,0
06.07.2019 22:01:10,0.0000000,0.0000000,0.00,70,10.5,0,0
07.07.2019 00:01:10,0.0000000,0.0000000,0.00,70,10.5,0,0
07.07.2019 04:00:35,46.6439691,10.1976864,2223.62,36,20.0,1.2,6
07.07.2019 08:01:05,46.6462002,10.1967113,2210.79,67,18.5,1.8,6
07.07.2019 12:01:03,46.6435343,10.1879418,1987.33,70,20.5,2.2,4
07.07.2019 16:01:10,0.0000000,0.0000000,0.00,70,17.0,0,0
07.07.2019 20:01:10,0.0000000,0.0000000,0.00,70,20.0,0,0
07.07.2019 22:00:34,46.6423949,10.1938211,2123.47,36,7.5,1,7
08.07.2019 00:00:12,46.6436340,10.1948690,2154.28,14,8.0,3.2,5
08.07.2019 04:01:10,0.0000000,0.0000000,0.00,70,8.0,0,0
08.07.2019 08:01:10,46.6364573,10.1866633,1865.33,70,25.5,4.2,4
08.07.2019 12:01:04,46.6422899,10.1884398,1992.83,70,22.5,3.6,4
08.07.2019 16:00:33,46.6381363,10.1906036,1881.57,33,16.0,4,6
08.07.2019 20:01:10,0.0000000,0.0000000,0.00,70,12.0,0,0
08.07.2019 22:00:33,46.6435734,10.1946040,2155.14,33,9.0,1,6
09.07.2019 00:00:36,46.6423656,10.1950686,2136.17,35,8.0,2.4,5
09.07.2019 04:01:06,46.6492865,10.1788182,0.01,70,21.5,3.2,3
09.07.2019 08:01:12,46.6412648,10.1857422,1883.16,70,21.0,3.6,4
